video_id,comment,label
PE2wHqiwTf0,8-1 pm is crazy fucking work 😂,Positive
PE2wHqiwTf0,Isn't Amazon like 24/7 operation? I knew too many people who work night shift for Amazon.,Negative
PE2wHqiwTf0,I work at Amazon and the reason she is able to do this is probably because side of UPT or unpaid time off. I’m a manager and I could give a shit less when the associates show up.,Negative
PE2wHqiwTf0,"😮, how in the world are you still able to work there.. Shoot, I miss one shift or late by more than like 5 minutes they are on my ass about it... And I'm only working 4 days a week in 4hr shifts..... This is just proof that stupid people get rewarded all the time for doing the wrong thing 😔 SMH...",Negative
PE2wHqiwTf0,"I personally hit the gym before work and im never late.   Also, why im not shaped like a pear",Negative
PE2wHqiwTf0,Well she's 600 lb and she's not like the regular Amazon workers who actually work and have to deal with heat and everything else and mistreated but it's okay she's just shows up late and it gets washed away just like several Associates you can see at every Amazon,Positive
PE2wHqiwTf0,"Yeah, it is hard for me to get up early, too... that's why I work evenings or nights 🤪",Positive
PE2wHqiwTf0,Can I have her job? I need the money,Neutral
PE2wHqiwTf0,"Not to be that guy but 'cos of her gender, its not surprising she's not been let go. If that was a dude, they'd be gone. Like the way she smiles and being all cute about it is just disgusting 🤦🏻‍♂️ people like this shouldn't work. There's people out there willing to do anything and everything to get a job and can't and then there's people like this. Morron 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️",Positive
PE2wHqiwTf0,"Come on. Up at 445  I work, 12hrs, 6 days a week.",Neutral
PE2wHqiwTf0,What? How was she not fired??,Positive
PE2wHqiwTf0,Hot take she would have been better off with childhood trauma and the learned defense mechanism that forces you out of bed and to work.,Positive
PE2wHqiwTf0,What??? How does she still have a job???,Neutral
PE2wHqiwTf0,"She's right. I work with people that have been coming in mad late on a regular basis. 3 things that will definitely get you fired...Negative UPT, Fighting, or stealing. I haven't seen a single person get fired for being late. Real sh*t 👀🤔",Negative
PE2wHqiwTf0,You can show up 5 hours later and not get fired as long as you have upt to cover it,Positive
PE2wHqiwTf0,"I worked with a kid like this, he got away with this for a couple years, he just now finally got fired after his 1000th warning lol",Negative
PE2wHqiwTf0,"Ok ok, 10 min, 15, even 20 ok, dont do it on the regular... 1pm?! If i were her manager id show her the door at the end of the shift unless there was a very good reason",Positive
PE2wHqiwTf0,Wtf all the horror stories ive heard from warehouse workers how is she still there 😂,Negative
PE2wHqiwTf0,how is that possible without concequences? does she work later in the evenings?,Neutral
PE2wHqiwTf0,She's definitely having sex with her boss😂,Positive
PE2wHqiwTf0,These the same people that are complaining about robots taking their jobs.,Negative
PE2wHqiwTf0,"If she could just you know, admit herself but I am fat and lazy. I have no intellect. I need to work on myself. It’s not hard people just need to stop lying to themselves reflect and get better.",Negative
PE2wHqiwTf0,"Yea, i go into work at in late but never that late. Max 30 or 45mins but work in tech and am kinda the only guy on site until my coworker comes in. He comes in 1hr 30m late all the time.",Neutral
PE2wHqiwTf0,WTF? Im supposed to be at work from 7am to 3pm and i am clocking in at 6am every morning with approval from the company of course.,Negative
PE2wHqiwTf0,I would say I hate her work ethic...but screw Amazon.,Negative
PE2wHqiwTf0,Change your shift to second or third shift,Neutral
PE2wHqiwTf0,"How is that rolly polly a warehouse worker?
Lazy as hell! Lol that is America's young adults!",Negative
PE2wHqiwTf0,Wow.. I couldn't get a job driving for them but they put up with this... just wow,Positive
PE2wHqiwTf0,Dude I need to work for Amazon,Positive
PE2wHqiwTf0,"No it's called being responsible adult, you might not have a job if Amazon somehow sees this video.",Positive
PE2wHqiwTf0,This makes more money than me and doesn't even get to work on time!!!,Neutral
PE2wHqiwTf0,Bro I got fired for showing up 10-30 min late every once in a while (almost once a week) when I was younger. I felt bad and was skipping lunch or staying late when that happened. I can't comprehend showing up four hours late.,Negative
PE2wHqiwTf0,Crawl your far ass out of bed and go to work lol,Negative
PE2wHqiwTf0,"she don’t seem like a person that works in a warehouse, the chafing she gets must be brazy",Positive
PE2wHqiwTf0,Crazy that she takes her job for granted like that.,Positive
PE2wHqiwTf0,"They’ve been so merciful to her, honestly. Nice to hear, bc all I ever hear is how Amazon is terrible to work for and abuses workers.",Negative
PE2wHqiwTf0,"She's definitely sleeping with one of the higher ups, I was late once 6 months in and got fired. I was always on target etc aswelll.",Negative
PE2wHqiwTf0,"Honestly? I 100000% understand where she’s coming from. I have always had an extremely difficult time waking up. Even when I do get out of bed, it feels like my mind is awake but my body is asleep, and I’m dragging it behind me. This sensation lasts for HOURS, and interestingly, usually doesn’t resolve until around 12-1pm. 

When I was a kid it was so bad that the family trained our VERY large german shepherd to wake me up in the morning by literally jumping on me until I got out of bed. 

I’ve never understood why i’m like this. No one has any answers. It has made my entire work life a living hell, and has limited my life in general. It sucks. She’s not “slacking,” something is wrong.",Negative
PE2wHqiwTf0,"8 to like 8:15 I could genuinely understand. During the winter when the sun doesn't come up until after you're supposed to already be at work does make getting up feel extra brutal on the body.... But 1 PM?????? That is truly insane she is consistently that late without being fired.

It makes me think that replacing people isn't nearly as easy as large corporations make it out to be. I don't know how you can miss over half a day's work regularly and not get fired.",Positive
PE2wHqiwTf0,This work force is garbage today,Neutral
PE2wHqiwTf0,"Holy crap, woman! Get a night job and get your shit together.",Negative
PE2wHqiwTf0,"Amazon watched this video and fired her. And no shes been slacking her whole life , big baluga",Negative
PE2wHqiwTf0,These obease liberals are never going to actually work.,Neutral
PE2wHqiwTf0,"fancy ""word associate"" your in the call center , you contact people.. your a Call center worker.  I wish these companies would stop making the titles Fancy for standard job.",Positive
PE2wHqiwTf0,Give her a blue caller job,Neutral
PE2wHqiwTf0,Impossible she had that job for 3 year's! Unless she's slobbing big bob's pickle...,Neutral
PE2wHqiwTf0,"Lol amazon jsut needs bodies it does not matter, if u can lift and breath you have a job!",Positive
PE2wHqiwTf0,Ive had jobs like this its hard to get fired cause dont no one stick around,Negative
PE2wHqiwTf0,What a useless piece of work.,Negative
PE2wHqiwTf0,She has to be an anchor at her job 😅 if she go's the business would slowly fail after,Negative
PE2wHqiwTf0,I hate these kind of losers they’re taking time from people who actually need help. She doesn’t need help with money. She needs help with not being stupid if she worked with me her lazy ass would be gone in a matter of two days.,Negative
PE2wHqiwTf0,She said early afnd then 7:30 like shit thats sleeping in for me i work at a produce market/warehouse and we start at 1 am that nothing lol,Negative
PE2wHqiwTf0,"That range of times is wild lol. There has to be some shit in the background keeping her there, like keeping her on the job is the condition for some favor her boss got.",Positive
_QgIj7eNYAM,"9:35 What’s interesting about Mrwhosetheboss’s two videos about Amazon is that he also has a video about TEMU, but this time it feels more like an advertorial. The video is called 'I built my sister's DREAM DEN with only TEMU products.'",Positive
_QgIj7eNYAM,Amazon Is Garbage I’m About to Quit it,Positive
_QgIj7eNYAM,"When I need something, I do not have the time or money to run around to 4 stores to find it, if its even out there since hundreds of thousands of small businesses have evaporated in the past 5 years, thanks COV and the dark efforts. Amazon requires sellers to post their items on Amazon at the lowest price of anywhere else on the internet. So going to the seller site, even if it was the same price, I'd have to pay postage. Im a senior on fixed income. If I can get the things I need at the lowest price, delivered with no cost, and no run around, that works for me. But I do get what you are saying and I have significantly decreased my spending, and I know my cash goes to JB and his fishface wife. Looking out for myself first and trying to survive right now. Great video thanks!",Positive
_QgIj7eNYAM,"Cancelled my Prime as well, after the US inauguration. Don’t miss it. But I will say that I used Walmart online shopping, the delivery service is a bit slower, but I usually don’t need it right away anyway. But have decided that I will now only shop locally to support my local communities. And sadly, I know Resturants are suffering right now, but as an example, I cannot fathom paying USD 25.00 just for a sub sandwich with chips, it’s mind boggling, so I eat out maybe once a month these days. Did we create this many restaurants and bars just so people would have a job?",Negative
_QgIj7eNYAM,Generally most companies have been doing this to employees in recent years.,Neutral
_QgIj7eNYAM,"With Temu prices that low, I wonder what the workers make??",Negative
_QgIj7eNYAM,"Amazon Australia has really really good working conditions, you Americans are unlucky",Positive
_QgIj7eNYAM,"I grew up disliking Walmart and everything it had done to small independent retailers. When Amazon came along I saw it doing the same thing on a grander scale. I've hated Amazon for twenty years, and so many people brushed me off or called me crazy for being so passionate about it. It is extremely satisfying to finally see people realizing the damage a company like Amazon has wrought in the world and to see public opinion begin to shift.",Positive
_QgIj7eNYAM,"You are missing stage 4. They are actively screwing their delivery service providers. So many of these delivery hubs are independently owned and ran with Amazon branding. They are run til unprofitable for the invested owners and they close the hub. Not that many years ago I could get same day delivery, sometimes within an hour or two. It was mind blowing, and it has fallen so far. Most orders are 1-1.5 weeks for delivery now and many of the items are just garbage quality. No value in the product, no value in the speed of delivery, and no incentive to revisit. Shop local, go to the small towns outside the big cities and explore your environment. Small business is still alive in America but it needs actual support from buyers.",Positive
_QgIj7eNYAM,"As someone who lives in an apartment and isn't always home, Amazon is still undefeated. Quite literally every other courier will see it's an apartment and drive on by. I've watched this happen with my own eyes multiple times. Amazon is the only one that will actually deliver correctly to my apartment. If a product is available on Amazon, I buy it there no questions asked.

Maybe things are different in the US, but in Canada I will straight up not buy a product and look for an alternative if it's not available on Amazon and I have to buy it online.",Positive
_QgIj7eNYAM,"I HATE this. There's nothing worse than waiting days, weeks, or even months to get some GARBAGE that at best ends up going in the bin. PLEASE charge me more and give me something actually FIT FOR PURPOSE. I don't need something for $3. I need something that WORKS and won't POISON me or catch FIRE when I try to use. And I'm willing to PAY.

The problem is the price tag isn't a good indicator. There are a lot of examples where something is quite expensive and it's the same garbage they're selling on Temu (or Amazon these days).",Positive
_QgIj7eNYAM,I have stock in Amazon. It galls me. I am new to the game. I want to divest and shift ASAP. Bezos is a rapacious __________. Heavy on the ____________.,Positive
_QgIj7eNYAM,I used to sell with Amazon and they made the fees so high we couldn't even sell a book without charging a ton. Then they would let people return just the boxes and never prove they bought our product but we still had to refund. Then the let Chinese knock offs sell anything while cracking down on small sellers to prove how we got the item. It because very unfriendly to sellers. They treat their workers like crap and now their shipping is not as good as it used to be and they put commercials on the shoes and movies even though we already pay for a subscription. They really suck!,Negative
_QgIj7eNYAM,"18:55 Please stop relying on Petstore employees to know what they are talking about. There are too many pets given improper/poor care because people rely on petstore advice, rather than doing actual research on the animal they are getting.",Positive
_QgIj7eNYAM,"Amazon, once appreciated, shoved Prime down my throat ripping me off for a few months, while making it tougher and tougher to get help and quit the marketing horror. Ahhh. Their marketing department made quitting SO SWEET.",Positive
_QgIj7eNYAM,Amazon was always shitty to me because of they way they treat their employees........,Negative
_QgIj7eNYAM,Ebay next the fees are so bad at this point it's like hell I may just take it to this or that place where they do all the work of marketing and selling it for 30% or something instead of giving Ebay 15 and still have ti do all that work,Negative
_QgIj7eNYAM,It has fallen quite a bit. I use a lot of other apps now.,Negative
_QgIj7eNYAM,"Before I quit cold turkey, shopping on Amazon was a dumpster fire. I hated sifting through all the garbage knock off shiz that have these stupid names like KOLMBV or w/e.
I just shop on individual brand websites and I know exactly what I'm getting. I look forward to watching Amazon marketplace burn to the ground one day. Though I worry it will be replaced by something terrible like temu 😅",Negative
_QgIj7eNYAM,"The problem is that retail has declined to the point where I can no longer NOT buy from Amazon. I don't know how you've managed to step away from the thing. 
As an example, work specifies a blank pant, and I've settled on a redkap style #PT2A for this. I've found they're reasonably hard wearing and durable and will continue to buy them. But the thing is when it comes time to replace my current pants I can't simply go to the store and buy some. Even if the theoretical store does sell that brand, and that style, also in my size, the shelf is always magically empty when I show up. So I can spend gas and mileage to hit every store in the city hoping the workers bothered to stock the shelves, or I can go online. Well okay, so I can go order them directly from redkap, but only for $43.49 a pair at full list, and pay $8 to have them shipped to me or I can go to amazon where I already have an account instead. There the same pants are currently listed at $41.99, so already cheaper, but they're also on sale at the moment for 31.14, I can have them tomorrow, and delivered at no additional cost.",Negative
_QgIj7eNYAM,"I've cut way back on using Amazon because of them using the USPS for shipping.  I get home delivery from prime, FedEx and UPS, but not the post office.  I live too far from the post office and it is too expensive to drive for an item I paid a few dollars for.",Negative
_QgIj7eNYAM,"Enshittification is a logical evolution of Capitalism. All in order to squeeze every last cent from consumers, not paying workers fairly, all so C Suite can get another mega yacht they don't need",Neutral
_QgIj7eNYAM,"I agree in general….However I just recently ordered some specific felt. I found what I needed offered by a shop in Los Angeles. It was $30 a yard. Already expensive they ten had a shipping and handling fee that had me tapping out. I resumed my search and I ended up finding the exact same thing, offered by the same company in Amazon for the same price without any shipping or handling. Sometimes it appears smaller businesses are competing against themselves while letting Bezos take a cut….its super frustrating as a consumer but ultimately I need to do what works best for my bottom line. I hope we see a reset in the consumer model.",Positive
_QgIj7eNYAM,"As someone who sells imported goods on the platform...Amazon has 100% done this to themselves.  It was years ago already that they started to undercut all of us US based sellers by working WITH Chinese manufacturers directly and helping them gain access to the platform, taught them how to make effective listings, sell on the platform, and undercut all of us.  They essentially taught Chinese manufacturers all the ins and outs of how to sell directly to Americans, how to appeal to them, how to market to them, how to provide customer service for them....and then thought for some reason that China wouldn't eventually just create their own platform someday and undercut THEM.  Amazon fees for sellers are OUT OF CONTROL the last 4-5 years...so if you can cut out all of those fees...yeah...you're going to be able to MASSIVELY undercut Amazon prices.",Positive
_QgIj7eNYAM,I was shopping at stores all the time. But all the youngins were doing online. Isn’t this great? So all my stores closed down. All of them. That was bad for me worse for you guys. Now you are stuck with cheap garbage or expensive retailers with no real competition. I didn’t vote for this. Capitalism works if you let it. Farmers markets are not the answer. They still force you to go to 3 more stores to get your staples. Green organic stores are better. But farmers markets. Not so much for heavy duty food shoppers. Also they have limited offerings and no competitive while you shop. If you need it and you go to them you have to get it without really knowing if it’s fresh or well priced.,Neutral
_QgIj7eNYAM,"socialist here, thanks for the commentary on our material conditions. this is really helpful info. if there is a local PSL chapter near you, see if you’re interested. there are worker unions organizing around this for a general strike. this is useful info for us all to know. thank you for your contribution!",Positive
_QgIj7eNYAM,For a long time I would write paid reviews for Amazon products for a third party company. I’d buy the thing and send them a picture on my 5 star review and they’d reimburse my the full cost. Maybe it’s just the company I worked for but the work has kinda dried up over the last few years. I’m pretty sure it’s because you can pretty much just pay Amazon directly to be the top search result now.,Positive
1QUy3_Uofoo,"I don’t see any issue other than low pay. As a ups driver we got all these issues. It’s a job dude, nothing is perfect. No driving company is gonna hold your hand every step of the way, you gotta figure out how to make it work. 

Late starts wasted time?? Aren’t you payed by the hour, there is no such thing as wasted time on an hourly job. We start late all the time at ups. 

Extra packages just deliver them. Your payed by the hour right so more money. We get misloads all the time at ups.

Unpredicatable days??? Have you been with that dsp for 5 years or something? Why do you demand only 1 route for a job to be ok? Just go out and do whatever route and get payed. I was driving with ups for 3 years before I got my own route. 

It’s a delivery company bro. Routes shift and things change everyday. If you want to do the same thing everyday go get an office job filing paperwork or something. Doing new stuff is what makes being a delivery driver exciting. Seeing new places is fun. 

Honestly it just sounds like you complain a lot brotha. But maybe delivery driving just isn’t for you. Good luck out there",Positive
1QUy3_Uofoo,A lot of what you’re talking about is general job stuff in general to be honest and some stuff you just gotta deal with after listening to the whole video to be honest it is a little soft. It’s on the spectrum of soft for sure.,Positive
1QUy3_Uofoo,Sounds like Amazon is the issue and not the worker… the fact that they tell us to watch this before getting hired is super sorry why don’t they just fix themselves? If anybody from the company watch this video they know it’s not the workers fault. It’s dumb ass Amazon’s billion dollar company ass fault,Negative
1QUy3_Uofoo,"I’m on day 4 working at this DSP and I hate this shit I want to quit already, just waiting on this new job that starts next month! Need the money in the meantime. But yeah poorly managed and they expected me to know everything only after 1 nursery route 🤦🏻‍♂️ And 90% of the workers don’t even speak English so they had some guy train me in Spanish lol 🤡",Positive
1QUy3_Uofoo,"Im about to try the amazon flex shit. their doing to me what they did to your buddy, they bitch about u getting rescued even when your quite literally ahead of schedule, i almost feel like they pick and choose about who their going to send home and cut hours. such fucking bullshit. Fucking ScamAzon. haven't even been there 2 months.",Negative
1QUy3_Uofoo,By far the worse job I ever had 😂,Negative
1QUy3_Uofoo,Dude FACTS.  I've been with my DSP a little over a month and I'm struggling hard. Not so much with the job it's cake.  I know it's peak time but how are they going to give me 22 totes and 42 large overflow boxes to put in a Ford transit??? All the do is insure I'll be swept and rescued. I'm just going to do what I can and screw it if it all doesn't get delivered. 418 packages in 8 hours? Estan locos.,Positive
1QUy3_Uofoo,"The whole amazon delivery model is Crap. And, I worked for ups out of high school in 1987, and I'm a 28 year fedex express driver (they shut our express station down in Sept 2025). I was a swing driver for 19 years at fdx, then took my own out of town rt. The people in the comments who say ""man up, or you're lazy, etc"" must be looking at the delivery world with rose colored glasses. fedex, ups, amazon, usps, all have different models. Don't knock it till you try it.",Negative
1QUy3_Uofoo,"I hear a lot of excuses for not working, I did work delivering Amazon for a couple of years starting at 55 years old, 250/350 packages a day 150/250 stops, residential, apartments with and without parcel lockers, business that close before 5 pm, upstairs with no elevator, aggressive dogs, faulty equipment, faulty vans, faulty gas cards, etc. 
I worked 6 days, 10 hours a day, made almost $2,000 a week with my salary and $200 bonus, DPS bought us lunch 3 times a week, I knew I couldn’t do that for a much longer time, so I saved as much as possible, and found a much better job, I always look at it as a work out, and a great money making opportunity, but is not for everyone, you can’t be lazy, you can’t expect to be a cushy job, you need to become a professional problem solver, and be able to overcome all challenges presented to you, let’s be real delivering parcels doesn’t require high education or high special skills, anyone that can get an easy job somewhere else is not going to keep working there for too long, and if you find something easier they are not going to pay you more than minimum wage. 
I always recommend that job to anyone who is not afraid of actual work and challenge yourself to be better one day at a time.",Positive
1QUy3_Uofoo,"I have driven for them for two years.  My boss and co-boss are fantastic.  I drove many different routes but spent most of my time in the deep rural areas because the nav app is hopeless ( A.R.E.= All Roads Equal ) because it sends the driver down roads that have not been used since wagons and model T's.  I memorize the itinerary, plot it on a map in my head and ignore the app.  Map, speed limits, location pins all wrong.  I dealt with it by ignoring it.  Now I have been in a van with a camera and the camera sees and knows the speed limits, road conditions, etc. but doesn't share it with the phone.  I just found this out.  The camera keeps all this info secret FROM THE DRIVER!!!!! WTF!!!  I guess everyone else who drove camera vans knew this.  I feel stupid.  I can't work like this.  The dumbest fucking thing I have ever heard of.  With the different delivering I am doing now ( large parcels ) I am going to named driveways or rich people little streets that I have never seen so I don't know where I am going.  When the speed limit isn't posted the camera knows but the phone and I don't.  I am going to quit.  I would do anything for my boss but I can''t handle this stupidity.  Keep info secret from the driver so amazon has incidents to report to their safety committee?  Include me out. My wife and I are going to stop ordering from amazon and we have at least three or four orders per week.  I am not going to encourage this shit anymore.  I apologize to all the drivers that have delivered to me.",Negative
1QUy3_Uofoo,"GSP SUCKED ROUND AND ROUND. PEPPER SPRAY FOR THE DOGS. PHONES NEVER WORK IN CONDOS. I CANT GET INTO LOCKERS OR THEY R FULL. DRIVER SUPPORT IS A JOKE I NEVER CALLED. I GOT TRAINED MAYBE 1-2 DAYS AND HE SUCKED. MY DISPATCHER WAS A WITCH. PEE IN BOTTLE, STAY IN YOUR TRUCK RUNNING ON YOUR BREAK TO KEEP PHONE CHARGED TO LAST 8HRS",Negative
1QUy3_Uofoo,MY SHIFT STARTED 12 NOON TO 8PM THEY MANTED U BACK THEN 30 MINS TO LOAD 30 MINS TO MY STOPS 30 BACK AND 2 15 MIN BRAKS AND 30 MIN LUNCH. SO 5.5 HRS TO DROP OFF 350 PACKAGES NOT POSSIBLE.,Negative
1QUy3_Uofoo,I QUIT AFTER ONE WEEK IF THAT,Neutral
1QUy3_Uofoo,"I know how you feel.  I worked at Jacksonville,  Jax2 and Jax3. They don't appreciate you. I packed the big stuff at Jax3 and torn my right rotor cuff in 3 places. My reward I got let go.",Positive
1QUy3_Uofoo,"None of these are issues with our DSP out here. Holy shit. People are drivers for years here and don’t complain. I just started and I love it. The ONLY thing I hate is my legs, knees and feet hurting but that’s really it. We are allowed to have these camping portable toilets so we can still go no matter where we are so we don’t stress about not having a place to release no cameras are in the back of the vans/trucks and we are allowed to cover whatever we need to for privacy, they also stack us up with water and electrolytes before we pull out after loadout. Frozen water bottles and nice cold water that we can drink right away.",Negative
1QUy3_Uofoo,I couldn't stand that driving job at all... I did enjoying punching that camera and watching it dangled in the air though 😃,Positive
1QUy3_Uofoo,I have a good Question bro I was offered a job with DSP Amazon and FedEx grounds which company should I except?,Positive
1QUy3_Uofoo,"I wouldn’t wish this job on my worst enemy.

I did amazon delivery for a few months when I was in a tight spot and just needed to find a job real quick.

It was okay starting out but then I started noticing all the BS behind it and everyday became so frustrating with all the shitty equipment and inconsistencies.

Worst job ever. Easily the worst",Negative
1QUy3_Uofoo,"You are a stand -in, a temp worker the last thing they want is to give you a career. Do the job until the drones are ready to be put in place.",Positive
1QUy3_Uofoo,"I’m a delivery associate for Amazon currently about to quit because I do not feel valued for all of my hard work. Every reason you said is exactly what happened to me. I got a violation one time for getting stuck and going over 10hrs (they don’t want to pay you overtime) in the heavy pouring rain after letting the DSP know that the rain could effect my route. They brushed me off and say they do this all the time. Meanwhile in the route when I had to reverse I realized the backup camera was upside down and the other one up top that allows you to see behind didn’t work. I could only use my mirrors to see out of the van. When the van got stuck during one of the country routes in SC (generally sends me 50 minutes to an hour out to deliver in the sticks), it wouldn’t turn back on because after the rescue came we both discovered that the battery was bad AND it was low on coolant. My dispatcher M&S Transit in Charlotte, NC does not have EDV’s so we use the rams, fords, and sprinters to deliver. Often times vans are scratched up, dented, vents not working or broken, doors or technology not working in/on the van such as charging ports. Ants infest some of the vans and they send us out in all types of conditions. Hot, cold, rain, sleet, snow they do not care. I tried my hardest to adjust and I was actually performing well through the conditions for a while but I’ve gotten to the point where I am BURNED OUT with the bs. It’s something EVERY single day and it is such a time wasting job that feels like slavery, and it doesn’t even pay that good. HR are airheads too, you can’t miss a SINGLE day off work for human reasons like being sick or deaths in the family. The bereavement policy is the dumbest shit I ever heard in my life. Aunt isn’t included but mother in law is??😂😂 who’s to say other family members don’t step up in your life to take on parental roles and because of they’re lineage it doesn’t count as immediate? I honestly don’t see how some of these people have been here for over a year some people have been doing it for several. They probably need a mental health check right about now if they genuinely enjoy it. I’m so glad I came across this video because this further validates why it’s gonna be so worth the quit. They can kiss my thick ass!",Positive
1QUy3_Uofoo,I got fired for dropping an un breakable package on a porch and my driver door being open. The DSP contractor I worked for protects friends and family and fires who’s not in their circle. Others can break all kinds of rules and not get in trouble. You make a mistake and have an off day and you’re gone. I was one of the top delivery drivers there but I was new and received hate for preforming better than people that have been there for years. There’s a downtown route that everyone hates and preforms bad on. Because it’s all apartments and road closures. The owner had dispatch call me and ask me why I was 15 stops behind and it was my first time on that route and my first time in the red in my glide path. But no one else ever got questioned for doing bad on that route. Just me as the new guy.,Negative
1QUy3_Uofoo,"The whole engine off compliance is dogshit. #1 I’m almost positive you use more gas turning your engine off and 40 times in a culdasac with 20 stops. #2 they’re so on your ass about getting 25-30 stops and hour and it’s already nearly impossible having to buckle, ebrake and switch the car in gear at every freaking stop. They want you to do all these extra things but there’s no shot you can hit the numbers they want unless you do slight workarounds like me for example: I drive with the van side door open unless I’m going on a main road to another cluster of stops. I leave the van on always in between stops, I pull the ebrake and put the van in drive at the same time. I don’t do this but some of my coworkers even just keep the ebrake slightly pulled up the whole route and keep the seat belt buckled and just pull the top over them before they go. Crazy part is they get rewarded for it",Negative
1QUy3_Uofoo,Stop complaining a good job isn't easy to get,Negative
1QUy3_Uofoo,Why do you think anybody cares why you quit a job?,Positive
1QUy3_Uofoo,"As a current Amazon delivery driver I will say you’re dsp company makes up about 90% percent of your experience doing this job. If you’re company sucks ass, then I can tell you you’re time as a delivery driver will not be fun",Negative
1QUy3_Uofoo,"At around 5:40 you talk about bosses using the old ""I dunno"" thing. My bosses do that too. I work EVS (janitorial) at a large hospital complex. We have a HUGE ass UV light we use to disinfect rooms. It's always breaking down. I have had patients lined up for rooms and the rooms needed UV Lighted and the light would completely die. I'd call them and ask ""Ok, what do we do now?"" ""I dunno"" was their answer, and they'd hang up. Hundreds of patients dying, screaming nurses, and I'm here like a dope with a broken UV light and haven't a clue what to do since LEGALLY we can't let anyone inhabit a contaminated room until it has been UV-lighted. I broke my right arm my punching it through a wall twice because of that scenario. Nowadays you know what I do? I just tell them I ran the light and let the next idiot discover it doesn't work.",Negative
1QUy3_Uofoo,"Lol I quit amazon for these exact same reasons.  Also I was only getting pain $16.00 an hour.  Also EVERY DAY WAS HEAVY,  after Peak season they laid off a bunch of drivers,  and combined routes, so we ended up with extra stops across the boards.  I left Amazon back in 2022 and never looked back",Positive
1QUy3_Uofoo,"FedEx is the same, absolute nightmare. Working construction is a cake walk compared to dealing with the bs of delivering packages. Sounds simple but it’s not",Neutral
1QUy3_Uofoo,The AC not working in this Texas heat is wild smh unsafe work conditions if you ask me,Negative
